,assignment_id,job_id,worker_code,worker_id
355,34S6N1K2ZZPEOXFU69T34TISB6OHLX,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A10AV#####2NN5
356,3JC6VJ2SAFPLCL4V8G346IZRCLY5AM,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A1Z0V#####9PBW
357,3BEFOD78WAZ4I39KREAZAHOD65C4MI,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:N1C3I,A23K7#####PV0D
358,3NLZY2D53TVR1QEXPZGXD7AT2TKLQX,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:3nQqR,A6A9J#####9ZQ
359,308XBLVESMAF0I7LB1G34UOTML7BR0,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:OJYCY,A8KX1#####E2Q
360,338JKRMM2A5XSEOQ9I4DVF2HHUPHAF,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:LSePb,A2FCQ#####PYHS
361,379J5II41SM24NOSG8LXJQLFJQWLEL,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:A57iQ,A2WGW#####BDEC
362,32Q90QCQ1WRRKH6AV89W4Q80UQQKEG,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:xgm9l,A1LE6#####JNIT
363,3GLB5JMZF11HQPWR9MDX0GYMNX9GDH,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:Ja0Fa,A1AN6#####U3AT
364,3R08VXYT7G1X62LHXEETMRAEVAW7WE,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:fgZNp,A2XC9#####6PLH
365,3WMINLGALF96B6DANQQCKO5142KCA1,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:9jmm9,A2VED#####2Q9Q
366,3HYA4D452VPO9F2G1DNYMC76PRKF28,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:D5J6B,AN45K#####3NY
367,3TDXMTX3CF0W17N7PN5MFM1ALOF6I8,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:kQ0mL,A3VTO#####TBRR
368,3PWWM24LHW4FU0STTZHSCKQK2N782K,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:VMIz0,A1ZK0#####6UPY
369,3WYP994K1BXIR72CT5RP1AVYB7E6YF,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:6Zhzd,A1T25#####X648
370,39RP059MELZO32UT6TKMIVUJGYBBMF,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:3Imhb,A20NI#####4775
371,35USIKEBNVMOF8YYM3IEKUXR7NEN6A,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:L1yEy,A1YNB#####FUVW
372,31QNSG6A5VZMG1PZZBYN8B7SD3487B,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A1JSL#####PF92
373,3LQ8PUHQFPYCYW7OL6WQCDQ0U25IHV,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:Piyf6,ADKSM#####0PA
374,3FPRZHYEP2D2QUKP5S67N8FKJZJ3V6,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:j78U4,A23QI#####SA0I
375,3NXNZ5RS1E3MU68943418723X9I97X,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:tQhzV,A1842#####Z590
376,32N49TQG3KO2AFJAE7LHAGTQP9BAV9,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:ygkZz,A3PV3#####D2RU
377,32AT8R96GPF6XWG4QHX3ZULDX89SUY,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:FXuor,A3OPX#####37M8
378,3OCHAWUVGSQ0QHXRQDZOSFT7AWDXKE,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A3SD0#####8EUL
379,3UJ1CZ6IZLVPCHQPPGPVRITXYRH5SU,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:P9KD2,A3SSE#####7NI7
380,3JNQLM5FT8SA97CCNOQWHPCQMNI2LC,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:WBLrC,A1JDE#####1E33
381,3RYC5T2D77ZH4C8VU6Y4ZETI3PZRPE,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:fNcsr,A2NHW#####YVH0
382,3FDJT1UU78EROYDHK7GT0W2NHX5K5T,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:TLpwL,A3W1M#####YIZI
383,3EICBYG6482HCZGEHW3PDN8KUOYJC6,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:0HFeR,AZ8JL#####Y4U
384,39O5D9O87XY6RLEPEBB2XGRVYYRC3G,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A7GUG#####0B0
385,3NS0A6KXC8EKTQ1N142UR8HPBLIGZR,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:rAYm1,A3QSJ#####0N6V
386,34Z02EIMIWJRWAH3HAO9KSTSJ880TT,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:6Bb2q,A2BBD#####77AU
387,3Y9N9SS8L2HGWDK3E76DHM9DJY4D3I,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A2JI8#####S59Y
388,3WLEIWSYHSN8NBTMW3BYPXJJ5CWH2J,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:1nZgh,A2Z7S#####5OOI
389,36TFCYNS48G9ORWJKSWRFNDFILXHXU,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:rUieC,AJ7MW#####3E4
390,3MYYFCXHJ7D4QTDYGBC4XC4GAQH4G5,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:8KN0d,A3PIJ#####KNPH
391,3EFVCAY5L7FF0WQ10KNKB1C144UJ8V,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:0O4Bq,AOS2P#####YTL
392,37FMASSAYGX27J42LEMUQ2N2ZVQBIA,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:9O8XM,A5X1K#####REK
393,3RRCEFRB7QI8ZC5N0PKQW1DJUDN4BM,3NBFJK3IPKO682PN9TMBMQFXPULGO5,dropped,A2NPK#####3QKH
394,3K2755HG5W9BCP0WY27FIVYAMOAFDU,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:LkAsH,A2G7N#####X0EE
395,3OSWBBLG1I3SCBRHYWD1O2YHQT9DXM,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:ldZXP,A2ZT5#####K8X9
396,3RXCAC0YIVV59U00SE2HEOKLCCG8GJ,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:o3WqI,A2SYT#####WJO5
397,3DPNQGW4LPL2T0OS4Y3ILLRRGCH648,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:4jbdH,AMX5R#####A2K
398,32Z9ZLUT1PQMUIIRJ19VWAMM6HVOHZ,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:shWgQ,AU34T#####4Z4
399,3IAS3U3I0JMYWYQ0WB123MGLAZV2BS,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:oenb4,A2SB9#####9QCP
400,3V0Z7YWSI26D5CO61SS24YASDRJ2V6,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:FkcTl,A2B2H#####LTXU
401,3WEV0KO0OQYKGU5I4M7EPUHPBEGSD2,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:Cz8dF,ATBIP#####KS6
402,3ZQIG0FLQIMZHSMDFCH9S5QHHYGWVK,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:tEXNF,AURYD#####UOQ
403,3EFE17QCRGB1SAAKQIQ4GFWN369SHB,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:1L0co,A1PHD#####IK4Q
404,3QUO65DNQYURZ4OBJ0GUFPBC0PGUOP,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:jpkDq,A88DX#####WEN
405,36PW28KO434EH47NMEMARUJJH2BEA1,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:jXGWM,A1SIS#####2PWH
406,30X31N5D67YFRNC5N96FGBNYITQAS4,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:0QTZW,A49MD#####ABO
407,3OLQQLKKNWXPIXARGKZNKTM27PFEJR,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:T3ZMf,A3AOV#####XQ51
408,34HJIJKLP94GHQDS831TEVL5PNSV4N,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:QWezU,A3SZF#####QPW3
409,337RC3OW098J6YAEBYA7JU91JLXVLZ,3NBFJK3IPKO682PN9TMBMQFXPULGO5,t10:89iiu,ATXAV#####2I
410,3W92K5RLWYPYD9HSM8K3JNRJPJOV5T,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,dropped,AQ3VI#####ZFO
411,3G0WWMR1UZSAYQRH49MF7HSXZDHNQR,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:uh9zF,A24LB#####PKKF
412,3QEMNNSB217R6WVPJGZ6BLZ8GJQ7DY,3Z33IC0JD3UESCLAZWSJ6J0XASK9VJ,t10:6VOiD,AEM71#####8J1
413,37FMASSAYGZVGJE1OBCX7K1HREUIB2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A2J76#####RPRE
414,36PW28KO434EH47NMEMARUJJH32AEQ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:r8671,A17TK#####VH0R
415,3LJ7UR74RLL39L4J6CF24ERS3L74NY,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:VdORi,A1YBG#####80DZ
416,3OLF68YTND96NI7JHP6G9C4JT4HAF8,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:i3N3l,A1WBG#####NJ9
417,3QUO65DNQYWK84YAMX6XW7PRS82OUM,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:8rPes,A150M#####92OT
418,3TU5ZICBRH9PVJ4DY7XWPK22AIT8QZ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:SB3oN,A1131#####GM6R
419,3WQ3B2KGECOKGDI3G4RRFLKVACM1BW,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:yMqp9,AUR5K#####SZ9
420,36AHBNMV1VKALGRQ6PP6OYJ5KI8DYE,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,ADDNK#####UA
421,3OB0CAO74LXRXWWSSL8WFJY3CA0HYQ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:UAHLV,A314X#####YL12
422,3ZAK8W07I8MZ5N6RKC4M66T9U5Q0UC,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:CIaWD,A31JM#####GYEX
423,3VBEN272MO7G1EP899YPCXY1GPUGSF,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A3KO4#####REGU
424,3JRJSWSMQLTEXJ82DZ704M5DBTD3EQ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:n4rVM,A3PDH#####CTT5
425,3SB5N7Y3O7CG055W07F52RSILX50G6,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:3TOyX,A4GGV#####W5C
426,3QBD8R3Z25RLR64V7RFFJ3RXTVGO41,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:OfknA,A2EEL#####L5SK
427,3OUYGIZWRB6MDIYV3Q5SW06AMOYP05,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:yb73O,A2TKH#####FAM
428,31N2WW6R9VY63X8Y8AR6M4QDNURF3J,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:5AMxv,A15XI#####7SLK
429,3VBEN272MO7G1EP899YPCXY1GPTSGQ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:x7fcK,A3168#####DIH3
430,3DEL4X4ELATOJMW7XPQII5MX00JXYZ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A3ED3#####7CT8
431,3TDXMTX3CF2PA7X6SKVPW4FPDDRI6P,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:tKvIH,A8289#####KV4
432,3EICBYG6484ALZQDKTTSU5MZMESJCV,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A38PV#####CCJX
433,3VELCLL3GORATUUJL6DNYBBGPAJ1FJ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:L9ihl,A1PIG#####MGNW
434,3R5F3LQFV6S1U3SKSK55DZ46UQNOZH,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:a22Yw,A1AUB#####NZLS
435,37WLF8U1WTYGG2NUSNG19KU25HE6KM,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:ksLDR,A136K#####C3G
436,3TXMY6UCAIWR7MUQFJD1R6YL09ICQD,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:1h32O,A1F3P#####9HBN
437,3UNH76FOCWDDPAX3JIO97O6ZTW3YMK,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:A7Nso,A21Y7#####M1PR
438,3NQL1CS15VGWFXRCXAP0UKPCKPEVYX,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:gFvFd,A3VL1#####GQK7
439,3NL0RFNU0JV21FJG9ZNMCMAO9QB4K2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:79ix9,A1VZS#####1JP0
440,3J4Q2Z4UT2B0LK0VWAD2305OSP1WQ7,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:h7U6g,AX4P2#####MQA
441,36V4Q8R5ZO84G86HS87FU23XUNPQMC,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A20QX#####1JTI
442,3F6HPJW4JH8JT1YAUZN17I7LCJQ2W2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:acwId,ADQED#####7R
443,39RP059MEL1HC24S9QAPZD8Y8NNMBV,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:Q5jGp,A17NL#####Y599
444,3TVRFO09GON4JNP8EA1SOXK1RLNLX3,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:BnNwT,A28U0#####J99R
445,3QRYMNZ7F2PNQ6J9LDGACM3KJKYTNT,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,AXOZ8#####77W
446,3FTF2T8WLVQUTLJ9F82GH5FZIPZW9N,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:C1pif,AVAJT#####XOO
447,34PGFRQONSJJZXWI1KTT6ZT2EUBWJI,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:JXeCp,A1BPQ#####7RWS
448,3FDJT1UU78GKXYNGN46WHEG29M75K9,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:rD4SZ,A3NXI#####5TXU
449,3X66WABAJ0QCHX4TJUXO4PQPO903GF,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:COCs8,A1WWE#####SVZ0
450,31JLPPHS2Y209ALR7DAW9YZRFVQO3M,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:VpkFY,A1N9Z#####R7OU
451,3TPZPLC3M4KIUAXSMDNBYY4HP0JP31,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:a7xWn,A2D5R#####4AWR
452,3V5Q80FXI1ZM23WMKFCZ2LWOEQV32W,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:YRtEX,A3HL2#####PZT8
453,3ZQIG0FLQIOSQSWCI97C9N4W9HIVW2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:zLAz2,A3TDA#####QFE3
454,354GIDR5ZFEJP1UBM5Q2HZ52EGS00F,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:OBRo9,A2SAO#####ICGI
455,3QECW5O0KL9J0HD3HDKOI53YSZZ5TG,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:MRY8W,A2VTY#####N75V
456,3VP0C6EFSK4B6QNXDZTHOXM6UME6MW,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:H8C6N,A2QAT#####EGUS
457,3FIJLY1B6YCDAMDL68ODZ7TESQSPFE,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:z9wQM,AG491#####Q8X
458,30LB5CDZNGIGRM01QZ3UNY8OWN9Z04,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:RzUPB,A2MTG#####YFN3
459,37TRT2X24UZRBUY76TXXJLGH4TUBJI,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:YKrMC,A3HSO#####NZR4
460,3VBEN272MO7G1EP899YPCXY1GPUGSF,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:16FBl,APJ3Z#####UWX
461,3EA3QWIZ4M3VC58IOX3I7E73XL5TIE,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:AgwFr,A3PRQ#####2718
462,3F1567XTN0DP9ONN3Z3APGXDUOIQ9D,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:RlP7R,A1WEN#####ZZ1U
463,3XCC1ODXDPJVDOJ9XG3WG1X70ARRQ4,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:y2kIC,A2AGD#####L1QP
464,3MTMREQS4ZQ8Y4TE7EGGD0QJO7JWA4,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:fNwTp,A3GUF#####RGJK
465,3NXNZ5RS1E5F36I870U4PPGIPYT971,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:X1u7g,A1IH3#####15YX
466,3WMINLGALFBZK6N9QNGF16JGWR1CAB,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:haYva,AK1Y0#####IQ6
467,339ANSOTR9AW9MIVUOPQ6NK7E8GIKZ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:2fctJ,ARAAV#####YWO
468,3FIJLY1B6YCDAMDL68ODZ7TESQUFP6,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:abLsV,ATDV8#####O1N
469,326O153BMM6CFBAZ6ODCHVRP26CDE8,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:PXFFm,A28LJ#####SBSQ
470,39OWYR0EPOZ7J05MXVKWCYMQWVZFY2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A3E5E#####BXBT
471,3IO1LGZLKD5WL1LTJYJYJFLBAHS68B,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:TSNei,A2FBJ#####9SQ6
472,3VE8AYVF8Q5S4UE4KRM2DLYO3GXF8P,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:u0Q68,A354D#####ODP1
473,3OXV7EAXLIYAK4FN7HO2SYD0UV463N,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:xTY7K,A1QBN#####NYYY
474,358010RM5I17FS12SE3YB6I3IJTXV2,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:ykQuu,AVD6H#####LFI
475,32SCWG5HILCHRTKA5FL951G1ZRYP6K,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:GT9OF,AA6RY#####BKM
476,3BF51CHDTZIU0107KDXNNR4J0X6H0A,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:u64yk,A1FHK#####9RU
477,3GNA64GUZIC681LB09QTD0SB8TM5QQ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:SKbD8,A2658#####AR1D
478,3DOCMVPBTRMPVTEPOHUY3NXSU4XNNB,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A123B#####TCIP
479,3DOCMVPBTRMPVTEPOHUY3NXSU4XNNB,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A3R10#####20BW
480,3DOCMVPBTRMPVTEPOHUY3NXSU4XNNB,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,dropped,A1GXO#####OSWN
481,3QIYRE09Y7PMHM70JUW06GKPR3U1NJ,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:ff2Db,A1PLZ#####W43J
482,3VD82FOHKUWOMAHA06LX213LLAXCO6,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:y6Ym4,A30HU#####X1LK
483,3LOZAJ85YHLYI13044JN91LSLLW2XV,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,t10:jLf4s,A4JP9#####ZPS
484,35DR22AR5HQUUJPK577PBTC547T3XA,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:6sSK0,AQV46#####8WI
485,32N49TQG3KO2AFJAE7LHAGTQU6FVAX,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Csu3M,A2GZ0#####6L3X
486,3E1QT0TDFTFJ5L6VI22KZ0X1WGH8I7,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:JbwYn,A1OZR#####OZY5
487,3F1567XTN0BW0ODO02D78YJY7WJ9Q3,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:6v5Cg,A1OSE#####3NFB
488,3300DTYQT6NDVK458DTT0CK9YTYQET,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:KQ82b,A2S0M#####8DF
489,3RXPCZQMQTHNYUGFTTT2ZEXD3XJ1GO,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:OPDDu,A1R5W#####ROD8
490,3ZGVPD4G6XNOYVNTL411QRWE667TZH,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Ga4Lr,AGRKG#####MD8
491,304SM51WA7AR1X7YQQG8U4TPDK9BS6,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:cBujK,AP4OD#####BNR
492,3ZPPDN2SLZ273LNJRBI7EHUKOTX9ET,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:mrkzn,AV5FC#####SKR
493,3EFE17QCRGB1SAAKQIQ4GFWN8XFSH4,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A3GCI#####BQTG
494,3D8YOU6S9IQ1AYI7J4U0YPPLKGE6UR,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:jszrG,A2DFS#####2HDC
495,3WSELTNVR78NXNFL9CL29Y55XL3TAJ,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A1VVX#####PHP0
496,3F0BG9B9MTT1V7GHCFWH7OVUBFG7YW,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A2BQ5#####YNUT
497,326O153BMM4J6B003RN90DDAFECEDF,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:v7vBJ,A2T1J#####QHH9
498,38YMOXR4MY5E227CE491GDAI5WP6WQ,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:e9OYP,A10SQ#####1XVY
499,3RWE2M8QWLGT1XCJKE2XBTN0ZH5N0L,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A1PED#####RHUM
500,33LK57MYLXBNJVAEW4WBGM0S4NWSZU,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A1ITT#####MZG1
501,3R8YZBNQ9LOSM5PVL5FNU2SSC6YQ7B,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:oMUXJ,A2E3T#####Q9XU
502,33LKR6A5KIQR3Z2LDTS9YXC2TRXT1V,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,AC19N#####O3Y
503,3Z4XG4ZF4CXGVGVQHO2L2AKGKTRX82,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:G7qyt,A3QCK#####AAVE
504,3AZHRG4CU8QMXTJ92VII2FPUU0F03J,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Jh7wO,A2IKZ#####PJXO
505,3FQ5JJ512PUVENJNO7CFUD29DFBKNO,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:lSBy2,A31J3#####PIMW
506,3CFJTT4SXXWF571C8XAEL016LWHI70,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:CIMBe,A21XQ#####HL4A
507,3QHK8ZVMIQO4XKC86HJ7IIFULQ2LB3,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A2RR0#####Z5LE
508,3G5W44VEUBOP4V2113ZK4TTCC3PKGG,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:8aAYt,A2IMA#####8170
509,3W92K5RLWYN5497TJBU025D42SIV5V,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:AaZGH,A2V68#####OWI1
510,3F0BG9B9MTT1V7GHCFWH7OVUBFG7YW,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:ggG82,A2YQ3#####COL1
511,3VZLGYJEYPGVFCWDQE2YFUHKJ2YZX9,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:G96DS,A3NOA#####8MYM
512,34BBWHLWHEHUVM2DG5IQDG0NENQIW2,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:nOLFH,A1K61#####ZUML
513,35GMH2SV3INAA8RPT01PB7P9JSKOEN,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:mtrqZ,A19V3#####WL77
514,38JBBYETQSG66FH7AGMGX9J421LE44,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:2g3Cz,A173A#####AX9F
515,33LKR6A5KIQR3Z2LDTS9YXC2TRXT1V,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:2cO40,API17#####J7Z
516,3HMVI3QICNYNKL1FNZF86E4H8TG1YT,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:0MqV0,A265Z#####2TGT
517,3GNCZX450MTP5VMESVCI4O488IJAPW,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:nWIRO,AAURS#####SXC
518,37U1UTWH9ZSWYK9E8PWTDSYSJC6R80,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:DENWa,A2S5G#####4S7T
519,34Q075JO11JQNQ5UFR4ZEMAXWG101R,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Q4PXx,ALYR5#####2JC
520,34QN5IT0T3X8YQPFECDETWX5AM708B,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:nCGsD,A1R8A#####N7RH
521,3B3WTRP3DF8F85B3YRN6CGLVRQ929M,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:vySZZ,A182N#####SCZG
522,3OE22WJIGMUUKG1RYD8Y4U6CKHWQUE,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Yz6yf,A3SCN#####12HR
523,3A4TN5196OOLLTLOTW041AS5MUUCHV,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:lNZYJ,A1NQB#####RGG6
524,3XC1O3LBOWS4T66P63ASICLGRX2TL1,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:Kwrn5,A3JWP#####COBP
525,3K5TEWLKGZHHGX28QVDUREH97EOIVS,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:2BTVu,AJ9I2#####IS8
526,3UJ1CZ6IZLVPCHQPPGPVRITX3OP5S1,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:jzFA5,A1NV5#####LC92
527,3Z4AIRP3CAJYKGB5I3T6N0X86NMX1J,3PA41K45WQA509QNVQVW5D7U1XU7P9,t11:MMShC,A1ZCP#####MAHN
528,3VAR3R6G1T7T17HYGXFPJXTN8PNO8P,3PA41K45WQA509QNVQVW5D7U1XU7P9,dropped,A1TX7#####C3ZF
