job_id,worker_id
,2966586
,6331127
,6340330
,6432269
,14723284
,19304131
,19838540
,20512953
,20513900
,20845955
,21088425
,22345789
,26332156
,27770607
,29762946
,30661196
,31582541
,32501615
,32649374
,33511410
,35307219
,37138471
,37465804
,38202325
,39069685
,40925305
,41150153
,41387391
,42023252
,42665787
,43294773
,43696539
,43740601
,43745845
,43822416
,43950949
,43951421
,44076036
,44111844
,44192774
,44214232
,44378354
,44454707
,44518742
,44622969
,44674471
,44690955
,44691023
,44793478
,44929189
