job_id,q1,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q2,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q3,q30,q4,q5,q6,q7,q8,q9,ras_assertiveness,ras_q1,ras_q10,ras_q11,ras_q12,ras_q13,ras_q14,ras_q15,ras_q16,ras_q17,ras_q18,ras_q19,ras_q2,ras_q20,ras_q21,ras_q22,ras_q23,ras_q24,ras_q25,ras_q26,ras_q27,ras_q28,ras_q29,ras_q3,ras_q30,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,ras_q9,ras_time_spent,time_spent,time_start,time_stop,timestamp,worker_bonus,worker_id
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,1,-1,-1,-1,2,-2,-2,3,1,-3,-1,1,-2,1,-1,-2,3,-1,2,3,1,3,-1,-1,-1,-1,3,-2,-1,30,-2,1,-1,-1,-1,2,-2,-2,3,1,-3,-1,1,-2,1,-1,-2,3,-1,2,3,1,3,-1,-1,-1,-1,3,-2,-1,148,148,1571363130.5521133,1571363278.9347756,2019-10-18 03:47:59.160386,0,A2FOU#####HIE0
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,-1,-1,-1,-2,1,-1,-1,1,2,1,1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,1,-2,-1,-1,-1,-1,1,-6,-1,-1,-1,-1,-2,1,-1,-1,1,2,1,1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,1,-2,-1,-1,-1,-1,1,113,113,1571363183.7474196,1571363297.1055844,2019-10-18 03:48:17.306016,0,A38DH#####8DL8
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,-9,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,108,108,1571363224.4005678,1571363332.508634,2019-10-18 03:48:53.065373,0,A30PN#####8SKY
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,3,-3,-3,-3,-2,2,-2,-1,3,-3,-3,-2,-2,3,-3,-2,3,-3,3,2,1,3,-3,-2,-3,-1,1,1,-2,53,1,3,-3,-3,-3,-2,2,-2,-1,3,-3,-3,-2,-2,3,-3,-2,3,-3,3,2,1,3,-3,-2,-3,-1,1,1,-2,152,152,1571363215.1937532,1571363367.5984757,2019-10-18 03:49:28.003103,0,A156M#####XMR2
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,1,-2,-2,-1,-2,-2,1,3,2,1,-2,2,2,2,-2,-3,3,-1,2,3,1,3,-1,-2,-1,3,3,-1,-1,45,-2,1,-2,-2,-1,-2,-2,1,3,2,1,-2,2,2,2,-2,-3,3,-1,2,3,1,3,-1,-2,-1,3,3,-1,-1,162,162,1571363217.5097923,1571363379.501219,2019-10-18 03:49:39.634761,0,A1UZY#####SQ1P
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,3,1,-2,-3,3,3,3,3,3,-2,2,2,-2,-3,3,1,-1,2,-2,-2,-2,-1,3,3,3,-2,-1,-1,3,-36,1,3,1,-2,-3,3,3,3,3,3,-2,2,2,-2,-3,3,1,-1,2,-2,-2,-2,-1,3,3,3,-2,-1,-1,3,164,164,1571363242.2984028,1571363406.301491,2019-10-18 03:50:06.493728,0,AM4RU#####E8L
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,3,-2,-2,-1,-2,-2,-3,2,3,-2,-2,1,2,1,-2,-3,2,-2,2,2,3,2,-2,-2,-2,1,3,-2,-2,54,-2,3,-2,-2,-1,-2,-2,-3,2,3,-2,-2,1,2,1,-2,-3,2,-2,2,2,3,2,-2,-2,-2,1,3,-2,-2,206,206,1571363227.7747202,1571363433.6545427,2019-10-18 03:50:33.819527,0,A1YCG#####CNBH
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,-1,3,-1,-2,-1,-2,-1,-1,2,-2,-1,-2,-3,-3,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-2,2,-6,2,-1,3,-1,-2,-1,-2,-1,-1,2,-2,-1,-2,-3,-3,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-2,2,141,141,1571363330.6473444,1571363471.360144,2019-10-18 03:51:11.911466,0,AMELY#####KB0
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,-2,2,1,1,2,-1,-1,2,-2,2,2,-1,-1,-1,2,-1,-1,1,-1,-1,1,-1,-1,1,2,-1,1,-2,2,-27,-1,-2,2,1,1,2,-1,-1,2,-2,2,2,-1,-1,-1,2,-1,-1,1,-1,-1,1,-1,-1,1,2,-1,1,-2,2,182,182,1571363295.371028,1571363477.532155,2019-10-18 03:51:17.807534,0,AOTSR#####XS1
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,2,-17,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,2,175,175,1571363351.5079746,1571363526.7730713,2019-10-18 03:52:07.105418,0,A3HQX#####KT4F
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,2,-2,-2,-2,-2,-1,-2,2,1,-2,-2,2,1,1,-2,-2,2,-1,2,1,2,2,-1,-2,-2,1,2,-2,-1,43,-2,2,-2,-2,-2,-2,-1,-2,2,1,-2,-2,2,1,1,-2,-2,2,-1,2,1,2,2,-1,-2,-2,1,2,-2,-1,117,117,1571363411.8711743,1571363529.166248,2019-10-18 03:52:09.346721,0,A1ATL#####FW4V
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,1,2,-2,1,2,-2,-1,3,2,-1,3,1,3,-1,2,-2,1,-2,-2,-1,-2,-1,1,1,2,1,-2,-1,1,-10,1,1,2,-2,1,2,-2,-1,3,2,-1,3,1,3,-1,2,-2,1,-2,-2,-1,-2,-1,1,1,2,1,-2,-1,1,153,153,1571363388.1412022,1571363540.736974,2019-10-18 03:52:20.998545,0,A1YFR#####JYUN
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,-1,-3,-3,-3,1,3,3,-2,-3,-2,-2,2,-2,3,3,-2,3,-2,3,2,1,3,-2,-1,3,-3,2,-2,1,18,-2,-1,-3,-3,-3,1,3,3,-2,-3,-2,-2,2,-2,3,3,-2,3,-2,3,2,1,3,-2,-1,3,-3,2,-2,1,200,200,1571363648.0630043,1571363847.7251284,2019-10-18 03:57:27.937799,0,A3TQU#####YUUE
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,-2,1,-2,-1,1,-1,-1,1,1,-1,1,1,-1,-2,1,1,-2,1,-1,-2,-2,-1,1,2,2,-1,-1,-1,2,-24,2,-2,1,-2,-1,1,-1,-1,1,1,-1,1,1,-1,-2,1,1,-2,1,-1,-2,-2,-1,1,2,2,-1,-1,-1,2,173,173,1571364247.877754,1571364420.4896238,2019-10-18 04:07:00.863874,0,A2R0Y#####Z30S
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,-2,-3,3,2,3,2,3,1,-2,3,2,-2,-3,-3,3,2,-2,2,-3,-3,-3,-2,3,3,1,-3,-2,-2,2,-62,-2,-2,-3,3,2,3,2,3,1,-2,3,2,-2,-3,-3,3,2,-2,2,-3,-3,-3,-2,3,3,1,-3,-2,-2,2,93,93,1571364376.611382,1571364469.1959796,2019-10-18 04:07:49.431782,0,A25CZ#####F4UV
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,54,1571364502.2803662,1571364556.6257508,2019-10-18 04:09:16.777034,0,A39VR#####589F
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,1,3,2,3,3,1,2,3,2,1,2,-1,-1,-2,2,2,-1,2,-1,1,-1,-2,2,2,3,-1,2,-1,2,-41,1,1,3,2,3,3,1,2,3,2,1,2,-1,-1,-2,2,2,-1,2,-1,1,-1,-2,2,2,3,-1,2,-1,2,97,97,1571364600.6737707,1571364697.8792024,2019-10-18 04:11:38.082060,0,A3DUP#####9W5R
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,2,-3,-1,-3,2,-2,-2,-3,3,-2,-2,2,2,2,-2,-2,3,-2,2,3,-1,3,-3,-2,-1,2,3,1,-2,59,-2,2,-3,-1,-3,2,-2,-2,-3,3,-2,-2,2,2,2,-2,-2,3,-2,2,3,-1,3,-3,-2,-1,2,3,1,-2,197,197,1571364544.2889905,1571364741.727957,2019-10-18 04:12:22.010901,0,A36KZ#####GRYW
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,3,-2,-1,-2,-1,-2,-2,-1,1,-2,-2,-1,-2,-2,-2,-2,2,-2,1,1,-2,3,-1,-3,-2,-2,-1,-1,1,25,1,3,-2,-1,-2,-1,-2,-2,-1,1,-2,-2,-1,-2,-2,-2,-2,2,-2,1,1,-2,3,-1,-3,-2,-2,-1,-1,1,144,144,1571364632.2609265,1571364775.918339,2019-10-18 04:12:56.115217,0,A225S#####9EIU
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,-1,1,2,1,2,1,2,-1,-1,1,-1,1,-1,-2,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-17,2,-1,1,2,1,2,1,2,-1,-1,1,-1,1,-1,-2,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,234,234,1571364549.0450068,1571364783.1930933,2019-10-18 04:13:03.387559,0,A36UN#####D99W
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-3,-1,2,3,1,3,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,2,-1,1,-1,-1,3,1,3,-1,-1,1,-3,-1,2,3,1,3,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,2,-1,1,-1,-1,3,1,3,-1,-1,1292,1292,1571363503.684993,1571364795.4494328,2019-10-18 04:13:15.781050,0,A38ZV#####34IZ
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,-1,2,2,-2,2,2,2,2,1,-2,2,1,-1,-1,1,-1,1,-1,2,2,1,2,-1,-1,-1,-1,1,-2,2,-5,2,-1,2,2,-2,2,2,2,2,1,-2,2,1,-1,-1,1,-1,1,-1,2,2,1,2,-1,-1,-1,-1,1,-2,2,106,106,1571364699.0954032,1571364804.975808,2019-10-18 04:13:25.233674,0,AJQGW#####T4Y
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,-3,3,3,3,3,2,3,3,-2,3,3,1,-3,-3,3,2,-3,3,-3,-3,-3,-3,3,3,3,-2,-1,-3,3,-79,2,-3,3,3,3,3,2,3,3,-2,3,3,1,-3,-3,3,2,-3,3,-3,-3,-3,-3,3,3,3,-2,-1,-3,3,206,206,1571364633.5337079,1571364839.5651817,2019-10-18 04:13:59.854718,0,AYYSG#####U15
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,1,-1,2,-2,3,3,3,3,1,1,1,1,-3,-2,3,3,-1,1,-1,-2,-1,-1,2,-1,3,-3,1,-2,1,-39,2,1,-1,2,-2,3,3,3,3,1,1,1,1,-3,-2,3,3,-1,1,-1,-2,-1,-1,2,-1,3,-3,1,-2,1,121,121,1571364752.5329833,1571364873.9034166,2019-10-18 04:14:34.210289,0,A2XHD#####A5Z6
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,-3,-3,-3,-3,3,3,2,3,1,-1,-3,3,-2,3,-3,-3,-3,-3,2,-1,-1,-2,-1,2,3,-3,3,-3,3,0,-2,-3,-3,-3,-3,3,3,2,3,1,-1,-3,3,-2,3,-3,-3,-3,-3,2,-1,-1,-2,-1,2,3,-3,3,-3,3,150,150,1571364797.0156975,1571364947.2696097,2019-10-18 04:15:47.466905,0,A1YT9#####EGX1
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,2,-1,1,1,2,-1,2,1,-1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,-1,2,2,-1,1,1,2,-1,2,1,-1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,104,104,1571364906.9240744,1571365010.793629,2019-10-18 04:16:50.959943,0,AO32G#####YY7
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-3,3,3,-1,-3,3,-3,-3,3,3,-3,-2,3,3,3,-2,-3,3,-2,3,3,1,2,-3,-3,-1,-1,3,-1,1,50,-3,3,3,-1,-3,3,-3,-3,3,3,-3,-2,3,3,3,-2,-3,3,-2,3,3,1,2,-3,-3,-1,-1,3,-1,1,125,125,1571364887.1612399,1571365012.189738,2019-10-18 04:16:52.517022,0,A1SWV#####25S1
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,2,-1,2,-1,2,-1,-1,2,2,2,-1,2,2,2,1,-1,-1,-2,2,1,2,2,2,-1,2,-1,1,2,1,14,-1,2,-1,2,-1,2,-1,-1,2,2,2,-1,2,2,2,1,-1,-1,-2,2,1,2,2,2,-1,2,-1,1,2,1,204,204,1571364830.5152972,1571365034.5907946,2019-10-18 04:17:14.979800,0,A1LUQ#####MYNI
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,1,-3,2,-1,3,1,-2,-1,3,1,-2,-1,2,-2,-1,-1,-2,-2,1,-1,-2,1,-3,-2,2,-1,1,-3,2,3,1,1,-3,2,-1,3,1,-2,-1,3,1,-2,-1,2,-2,-1,-1,-2,-2,1,-1,-2,1,-3,-2,2,-1,1,-3,2,171,171,1571364901.924246,1571365072.8866696,2019-10-18 04:17:53.105946,0,AAO2L#####Y1J
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,2,1,-2,3,2,3,2,2,-1,-3,2,-2,2,-2,-1,2,1,-1,-3,-2,-2,-3,-1,-1,-1,3,-2,-1,-2,-1,-28,2,1,-2,3,2,3,2,2,-1,-3,2,-2,2,-2,-1,2,1,-1,-3,-2,-2,-3,-1,-1,-1,3,-2,-1,-2,-1,221,221,1571364985.000072,1571365206.4156733,2019-10-18 04:20:08.984964,0,A2G4L#####Z28Y
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,2,-2,-2,-1,-1,1,-2,-2,3,-3,1,-1,-1,-3,-2,-3,2,-3,1,1,-1,2,-1,-2,2,-2,3,-2,-1,27,-2,2,-2,-2,-1,-1,1,-2,-2,3,-3,1,-1,-1,-3,-2,-3,2,-3,1,1,-1,2,-1,-2,2,-2,3,-2,-1,447,447,1571365074.7420692,1571365521.9811463,2019-10-18 04:25:22.111001,0,A2C7W#####HKCS
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,-3,2,-3,-1,-2,-3,1,2,-1,-3,-1,-1,-2,1,-1,-3,2,2,2,1,-2,2,-1,-3,2,-2,3,-3,-1,12,-2,-3,2,-3,-1,-2,-3,1,2,-1,-3,-1,-1,-2,1,-1,-3,2,2,2,1,-2,2,-1,-3,2,-2,3,-3,-1,928,928,1571364751.651772,1571365679.4355721,2019-10-18 04:27:59.636090,0,A1815#####Z7JH
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-3,3,2,2,2,2,2,2,2,2,2,-1,3,2,3,2,2,3,2,2,3,2,-2,3,-1,1,-1,1,3,3,0,-3,3,2,2,2,2,2,2,2,2,2,-1,3,2,3,2,2,3,2,2,3,2,-2,3,-1,1,-1,1,3,3,30,30,1571365976.3768091,1571366006.2025602,2019-10-18 04:33:26.821575,0,A1Y66#####8PJA
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,3,-1,-2,-3,1,-3,-3,-3,1,3,-3,1,-1,1,3,-3,1,3,-3,-1,3,-1,3,1,-3,-3,2,3,2,-1,41,3,-1,-2,-3,1,-3,-3,-3,1,3,-3,1,-1,1,3,-3,1,3,-3,-1,3,-1,3,1,-3,-3,2,3,2,-1,100,100,1571366007.051335,1571366107.4950454,2019-10-18 04:35:07.647275,0,A1M8I#####7NRQ
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-3,3,-1,-1,-3,3,-2,-2,3,1,3,-1,1,-1,-3,3,-2,3,-2,-3,-3,-2,2,-2,-2,-2,-3,-2,-1,1,2,-3,3,-1,-1,-3,3,-2,-2,3,1,3,-1,1,-1,-3,3,-2,3,-2,-3,-3,-2,2,-2,-2,-2,-3,-2,-1,1,133,133,1571366073.3127034,1571366206.5834398,2019-10-18 04:36:46.747873,0,A100W#####OZ5O
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,-1,-3,1,3,3,-2,-1,3,3,2,-3,-3,-1,2,2,-3,2,1,2,1,2,2,-2,-2,1,-3,3,-2,1,8,-2,-1,-3,1,3,3,-2,-1,3,3,2,-3,-3,-1,2,2,-3,2,1,2,1,2,2,-2,-2,1,-3,3,-2,1,186,186,1571366037.391326,1571366223.1401663,2019-10-18 04:37:03.423621,0,A9VK6#####NVB
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,-1,2,2,-1,-1,1,-1,2,1,-1,1,-1,1,2,1,-3,2,-1,2,1,-3,2,2,2,1,-2,-2,-3,3,-11,1,-1,2,2,-1,-1,1,-1,2,1,-1,1,-1,1,2,1,-3,2,-1,2,1,-3,2,2,2,1,-2,-2,-3,3,114,114,1571366120.7369697,1571366234.2430315,2019-10-18 04:37:14.391624,0,AFK9A#####PNG
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-2,1,3,-1,-1,2,1,1,3,2,-3,-1,1,-1,-1,2,-1,1,-1,-1,-1,1,1,-2,1,-2,-1,3,-2,-1,5,-2,1,3,-1,-1,2,1,1,3,2,-3,-1,1,-1,-1,2,-1,1,-1,-1,-1,1,1,-2,1,-2,-1,3,-2,-1,315,315,1571366056.5738637,1571366371.573558,2019-10-18 04:39:31.891525,0,A1SJR#####SDH4
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-1,2,-1,-1,2,1,2,1,3,1,-2,2,-2,-2,-2,-1,2,-1,2,2,2,-2,1,-1,2,2,-2,-2,-2,2,-21,-1,2,-1,-1,2,1,2,1,3,1,-2,2,-2,-2,-2,-1,2,-1,2,2,2,-2,1,-1,2,2,-2,-2,-2,2,174,174,1571366264.9807158,1571366439.4648988,2019-10-18 04:40:39.839427,0,A3GMR#####QVGV
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,-3,3,-1,-3,-3,-2,-2,-2,-2,3,-1,1,1,1,-1,-3,-3,2,1,2,3,2,-1,-1,-1,-2,1,3,-2,-1,45,-3,3,-1,-3,-3,-2,-2,-2,-2,3,-1,1,1,1,-1,-3,-3,2,1,2,3,2,-1,-1,-1,-2,1,3,-2,-1,305,305,1571366905.3776076,1571367210.3861263,2019-10-18 04:53:30.865227,0,A3MW1#####MMGE
3QHITW7OZRF8JNP026M5F9ZU6EEQAR,1,3,2,3,-1,1,1,2,-2,3,-2,-2,1,2,1,-3,-2,3,-3,-3,-1,-2,1,1,2,2,-2,-2,-1,-1,4,1,3,2,3,-1,1,1,2,-2,3,-2,-2,1,2,1,-3,-2,3,-3,-3,-1,-2,1,1,2,2,-2,-2,-1,-1,152,152,1571368706.5193267,1571368858.3320503,2019-10-18 05:20:58.629482,0,A2XU5#####XT9J
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-3,3,-3,3,-3,3,-3,3,3,3,3,-3,3,1,3,3,-3,3,-3,3,3,3,3,-3,-3,3,-3,3,3,2,35,-3,3,-3,3,-3,3,-3,3,3,3,3,-3,3,1,3,3,-3,3,-3,3,3,3,3,-3,-3,3,-3,3,3,2,73,73,1571401966.0805619,1571402039.4652243,2019-10-18 14:33:59.607098,0,A2VFE#####1E1O
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-1,-2,2,1,1,-2,-1,1,2,-1,1,2,1,-2,-2,1,-1,-1,-1,-2,-1,1,-1,1,-1,1,-1,2,-2,2,-19,-1,-2,2,1,1,-2,-1,1,2,-1,1,2,1,-2,-2,1,-1,-1,-1,-2,-1,1,-1,1,-1,1,-1,2,-2,2,170,170,1571402027.8945577,1571402198.3304508,2019-10-18 14:36:38.542143,0,AQOXS#####TSW
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-2,-1,-1,-2,-2,3,1,-1,2,2,-2,-1,2,-1,-2,-2,1,2,-3,1,-2,-1,1,-1,-1,1,-2,-1,-1,-1,8,-2,-1,-1,-2,-2,3,1,-1,2,2,-2,-1,2,-1,-2,-2,1,2,-3,1,-2,-1,1,-1,-1,1,-2,-1,-1,-1,117,117,1571402131.9964552,1571402249.0294294,2019-10-18 14:37:29.548431,0,A1A1Z#####4YR8
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,3,-2,3,2,-2,3,3,3,2,-2,3,3,-2,-3,-3,3,2,-3,3,-2,-1,-2,-3,3,3,3,-3,-2,-3,3,-74,3,-2,3,2,-2,3,3,3,2,-2,3,3,-2,-3,-3,3,2,-3,3,-2,-1,-2,-3,3,3,3,-3,-2,-3,3,129,129,1571402302.6126513,1571402431.54639,2019-10-18 14:40:31.706864,0,A3H07#####BYOM
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-3,-3,2,-2,-3,-3,-2,-1,2,1,-2,-1,-1,2,2,-1,-2,2,2,-2,3,1,2,-1,-2,-1,-1,3,2,-1,30,-3,-3,2,-2,-3,-3,-2,-1,2,1,-2,-1,-1,2,2,-1,-2,2,2,-2,3,1,2,-1,-2,-1,-1,3,2,-1,92,92,1571404108.8692853,1571404201.2434871,2019-10-18 15:10:01.463754,0,A1601#####AQOI
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-1,3,-2,-3,-3,1,1,-1,2,3,-2,-1,1,-3,-2,-1,-1,2,-3,1,-2,-2,2,-3,2,2,-3,2,-2,2,11,-1,3,-2,-3,-3,1,1,-1,2,3,-2,-1,1,-3,-2,-1,-1,2,-3,1,-2,-2,2,-3,2,2,-3,2,-2,2,182,182,1571404290.032237,1571404472.064097,2019-10-18 15:14:32.356866,0,A3DHA#####SE9V
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,1,2,-1,3,-2,3,3,3,3,-2,-1,1,3,-1,-2,3,-2,-1,-1,-1,3,-1,-1,3,-1,2,-1,3,-2,3,-21,1,2,-1,3,-2,3,3,3,3,-2,-1,1,3,-1,-2,3,-2,-1,-1,-1,3,-1,-1,3,-1,2,-1,3,-2,3,129,129,1571404522.305539,1571404651.6872191,2019-10-18 15:17:31.841503,0,A3FOK#####I4FR
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,1,1,-1,1,1,2,-1,1,3,-1,1,1,2,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,2,-1,1,-11,1,1,-1,1,1,2,-1,1,3,-1,1,1,2,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,2,-1,1,142,142,1571406133.7078803,1571406275.972617,2019-10-18 15:44:36.143747,0,A18AP#####IFW1
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-1,-1,1,-2,-3,3,1,-1,2,3,1,-1,2,1,1,2,-1,-2,-1,1,-1,1,-2,-1,1,3,-1,2,-1,3,-3,-1,-1,1,-2,-3,3,1,-1,2,3,1,-1,2,1,1,2,-1,-2,-1,1,-1,1,-2,-1,1,3,-1,2,-1,3,103,103,1571406531.791976,1571406634.8221412,2019-10-18 15:50:34.969934,0,ARI1E#####9PO
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-2,1,-2,-2,-2,2,-3,-2,-1,3,-2,-2,1,1,2,-2,-2,2,-2,2,2,1,1,-1,-2,-2,1,2,-2,-3,47,-2,1,-2,-2,-2,2,-3,-2,-1,3,-2,-2,1,1,2,-2,-2,2,-2,2,2,1,1,-1,-2,-2,1,2,-2,-3,113,113,1571407649.7051065,1571407762.4501817,2019-10-18 16:09:22.914516,0,A3U21#####NGT2
36FFXPMSUCUK8YKYTZ4T7QRY494HO5,-1,-3,2,-2,3,2,3,3,2,2,3,3,-1,-1,-1,-2,1,1,1,1,-2,-3,-1,2,-1,3,-1,1,-1,-1,-30,-1,-3,2,-2,3,2,3,3,2,2,3,3,-1,-1,-1,-2,1,1,1,1,-2,-3,-1,2,-1,3,-1,1,-1,-1,165,165,1571408147.5842383,1571408312.6006556,2019-10-18 16:18:32.730022,0,ASTY1#####RSV
